[Nom enseignant];[Nom salle];[Promo];[Matiere];[Date debut];[Heure debut];[Duree];[Ecole];[Site campus];[Numero cours]
BENALI KARIM;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<MAST1> Master 1 DataScience;Informatique PREPA;26/05/2026;19:45:00;1;ECE PREPA;Eiffel 1;9027.01
LAURENT MARIE;Salle EM412 (Labo Info) - E1 (F) (38) (Meet-up);<CLASSES> Ing2 Gr03;Mathematiques PREPA;26/05/2026;08:30:00;2;ECE PREPA;Eiffel 1;9037.02
MARTIN SOPHIE;Salle EM412 (Labo Info) - E1 (F) (38) (Meet-up);<BACH2> Bachelor 2 Gr02;Economie d'entreprise;26/05/2026;13:00:00;2;ECE BACHELOR;Eiffel 1;9036.02
FONTAINE ANNA;Salle EM412 (Labo Info) - E1 (F) (38) (Meet-up);<CLASSES> Ing4 Gr01;Gestion de projet;26/05/2026;19:45:00;1;ECE BACHELOR;Eiffel 1;9035.03
ROUX NICOLAS;CD-1.11 N - Co-DF (M) (32);<MAST1> Master 1 DataScience;Cybersecurite;27/05/2026;13:00:00;1;ECE MASTER;Coeur defense;9188.02
MOREAU EMILIE;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<BACH2> Bachelor 2 Gr02;Thermodynamique;27/05/2026;08:30:00;2;ECE PREPA;Coeur defense;9173.05
KHOURY CLAUDE;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<Ing2 NVX> Ing2 Nouveaux;Comptabilite analytique;27/05/2026;10:45:00;1;ECE BACHELOR;Coeur defense;9172.04
MOKHBER ARASH;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<BACH3> Bachelor 3 Gr01;DevOps et CI/CD;27/05/2026;13:00:00;2;ECE MASTER;Coeur defense;9170.02
MOREAU EMILIE;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<PREPA1> Prepa 1ere annee Gr01;Management;27/05/2026;14:00:00;2;ECE BACHELOR;Coeur defense;9169.02
BENALI KARIM;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<PREPA1> Prepa 1ere annee Gr02;Management;27/05/2026;17:30:00;2;ECE BACHELOR;Coeur defense;9171.04
VINCENT MARC;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<CLASSES> Ing4 Gr02;Audit SI;27/05/2026;14:00:00;1;ECE MASTER;Coeur defense;9157.04
LEROY INÈS;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<BACH2> Bachelor 2 Gr01;Architecture logicielle;27/05/2026;17:30:00;1;ECE MASTER;Coeur defense;9158.01
BERNARD CLAIRE;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<MAST2> Master 2 IA;Electrostatique;27/05/2026;18:30:00;2;ECE PREPA;Coeur defense;9156.01
BERNARD CLAIRE;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<PREPA2> Prepa 2eme annee Gr02;Conception numerique sur FPGA;27/05/2026;14:00:00;1;ECE INGENIEUR;Coeur defense;9180.03
VIDAL PAULINE;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<CLASSES> Ing2 Gr05;Data Science avancee;27/05/2026;19:45:00;1;ECE MASTER;Coeur defense;9179.04
THOMAS ALICE;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing2 Gr05;Systemes embarques;27/05/2026;10:45:00;2;ECE INGENIEUR;Coeur defense;9127.04
KHOURY CLAUDE;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing2 Gr06;Mecanique des fluides;27/05/2026;13:00:00;1;ECE PREPA;Coeur defense;9126.02
THOMAS ALICE;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing2 Gr01;Electronique ING2;27/05/2026;18:30:00;2;ECE INGENIEUR;Coeur defense;9128.01
PETIT ANTOINE;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing4 Gr02;Mecanique des fluides;27/05/2026;19:45:00;1;ECE PREPA;Coeur defense;9125.04
DUBOIS LUCAS;E5-S-1.05 (47);<PREPA1> Prepa 1ere annee Gr02;DevOps et CI/CD;27/05/2026;08:30:00;1;ECE MASTER;Eiffel 5;9160.01
MOKHBER ARASH;E5-S-1.05 (47);<PREPA1> Prepa 1ere annee Gr01;Traitement du signal;27/05/2026;10:45:00;1;ECE INGENIEUR;Eiffel 5;9161.03
VINCENT MARC;G4-H18 (M) (40);<BACH1> Bachelor 1 Gr03;Cloud Computing;27/05/2026;10:45:00;2;ECE MASTER;Bacalan (H18);9185.03
ROUX NICOLAS;G4-H18 (M) (40);<BACH2> Bachelor 2 Gr01;Electronique de puissance;27/05/2026;14:00:00;2;ECE INGENIEUR;Bacalan (H18);9184.05
ROUX NICOLAS;G4-H18 (M) (40);<BACH1> Bachelor 1 Gr03;Ressources humaines;27/05/2026;15:15:00;2;ECE BACHELOR;Bacalan (H18);9181.01
CHEVALIER MAXIME;G4-H18 (M) (40);<CLASSES> Ing2 Gr01;Energie renouvelable;27/05/2026;17:30:00;2;ECE INGENIEUR;Bacalan (H18);9183.05
ROUSSEAU LISA;G4-H18 (M) (40);<CLASSES> Ing2 Gr04;Economie d'entreprise;27/05/2026;18:30:00;1;ECE BACHELOR;Bacalan (H18);9182.03
LAMBERT HUGO;Salle - A-303 (F) (42) (Meet-up);<CLASSES> Ing2 Gr02;Cloud Computing;27/05/2026;13:00:00;1;ECE MASTER;Eiffel 2;9098.01
MARTIN SOPHIE;Salle - A-303 (F) (42) (Meet-up);<CLASSES> Ing2 Gr05;Chimie PREPA;27/05/2026;17:30:00;1;ECE PREPA;Eiffel 2;9097.04
GULDNER NAJMA;Salle - A-306 (M) (35) (Jabra);<CLASSES> Ing2 Gr02;RGPD et conformite;27/05/2026;10:45:00;1;ECE MASTER;Eiffel 2;9111.04
DUPONT JEAN;Salle - A-306 (M) (35) (Jabra);<BACH1> Bachelor 1 Gr01;Robotique;27/05/2026;13:00:00;1;ECE INGENIEUR;Eiffel 2;9110.02
PETIT ANTOINE;Salle - A-306 (M) (35) (Jabra);<PREPA2> Prepa 2eme annee Gr01;RGPD et conformite;27/05/2026;15:15:00;2;ECE MASTER;Eiffel 2;9113.04
VINCENT MARC;Salle - A-306 (M) (35) (Jabra);<CLASSES> Ing2 Gr05;Gestion de projet;27/05/2026;17:30:00;2;ECE BACHELOR;Eiffel 2;9112.05
MARTIN SOPHIE;Salle - A-306 (M) (35) (Jabra);<CLASSES> Ing4 Gr01;Energie renouvelable;27/05/2026;18:30:00;2;ECE INGENIEUR;Eiffel 2;9114.05
DUBOIS LUCAS;Salle - A-307 (F) (42) (Meet-up);<BACH3> Bachelor 3 Gr01;Robotique;27/05/2026;17:30:00;1;ECE INGENIEUR;Eiffel 2;9186.02
CHEVALIER MAXIME;Salle - A-307 (F) (42) (Meet-up);<BACH1> Bachelor 1 Gr01;IA Ingenieur;27/05/2026;18:30:00;2;ECE INGENIEUR;Eiffel 2;9187.02
MOKHBER ARASH;Salle - A-308 (F) (46) (Meet-up);<MAST1> Master 1 DataScience;Intelligence artificielle;27/05/2026;10:45:00;2;ECE MASTER;Eiffel 2;9152.05
LEFEBVRE JULIE;Salle - A-308 (F) (46) (Meet-up);<MAST2> Master 2 DevOps;Computer Vision;27/05/2026;17:30:00;2;ECE MASTER;Eiffel 2;9153.03
SIMON THOMAS;Salle - A-310 (F) (46) (Meet-up);<MAST2> Master 2 IA;Analyse et algebre;27/05/2026;13:00:00;1;ECE PREPA;Eiffel 2;9151.01
ROBIN CAMILLE;Salle - A-310 (F) (46) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Physique PREPA;27/05/2026;14:00:00;1;ECE PREPA;Eiffel 2;9150.02
VINCENT MARC;Salle - A-314 (M) (30) (Jabra);<MAST1> Master 1 DataScience;Management;27/05/2026;15:15:00;2;ECE BACHELOR;Eiffel 2;9119.01
GARCIA ELENA;Salle - B-305 (F) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr02;Droit des affaires;27/05/2026;08:30:00;2;ECE BACHELOR;Eiffel 2;9135.01
VIDAL PAULINE;Salle - B-305 (F) (40) (Meet-up);<CLASSES> Ing2 Gr03;Management;27/05/2026;10:45:00;1;ECE BACHELOR;Eiffel 2;9136.02
DUBOIS LUCAS;Salle - B-305 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr01;Machine Learning;27/05/2026;14:00:00;2;ECE MASTER;Eiffel 2;9134.01
WILSON JAMES;Salle - B-305 (F) (40) (Meet-up);<CLASSES> Ing3 Gr01;Finance d'entreprise;27/05/2026;15:15:00;2;ECE BACHELOR;Eiffel 2;9132.05
DUPONT JEAN;Salle - B-305 (F) (40) (Meet-up);<BACH3> Bachelor 3 Gr01;Business Intelligence;27/05/2026;19:45:00;1;ECE BACHELOR;Eiffel 2;9133.02
GARCIA ELENA;Salle - E-304 (F) (50) (Meet-up);<CLASSES> Ing2 Gr02;Droit des affaires;27/05/2026;08:30:00;2;ECE BACHELOR;Eiffel 2;9096.04
NGUYEN THANH;Salle - E-304 (F) (50) (Meet-up);<CLASSES> Ing2 Gr06;Analyse et algebre;27/05/2026;15:15:00;2;ECE PREPA;Eiffel 2;9095.01
CHEVALIER MAXIME;Salle - F-305 (F) (50) (Meet-up);<CLASSES> Ing2 Gr01;Informatique PREPA;27/05/2026;13:00:00;1;ECE PREPA;Lyon Universite (25);9101.04
ROBIN CAMILLE;Salle - F-305 (F) (50) (Meet-up);<CLASSES> Ing2 Gr04;DevOps et CI/CD;27/05/2026;15:15:00;1;ECE MASTER;Lyon Universite (25);9102.01
MOKHBER ARASH;Salle - I-401 (Labo) (F) (40);<BACH2> Bachelor 2 Gr02;Architecture logicielle;27/05/2026;10:45:00;2;ECE MASTER;Eiffel 4;9146.04
ROBIN CAMILLE;Salle - I-401 (Labo) (F) (40);<MAST2> Master 2 DevOps;Gestion de projet;27/05/2026;13:00:00;2;ECE BACHELOR;Eiffel 4;9144.05
ROUX NICOLAS;Salle - I-401 (Labo) (F) (40);<BACH2> Bachelor 2 Gr01;Ressources humaines;27/05/2026;15:15:00;1;ECE BACHELOR;Eiffel 4;9145.03
MARTINEZ CARLOS;Salle - I-401 (Labo) (F) (40);<BACH1> Bachelor 1 Gr03;Entrepreneuriat;27/05/2026;19:45:00;1;ECE BACHELOR;Eiffel 4;9147.03
LECLERC PAUL;Salle - I-405 (M) (40) (Meet-up);<BACH1> Bachelor 1 Gr01;Intelligence artificielle;27/05/2026;13:00:00;1;ECE MASTER;Eiffel 4;9122.04
MARTINEZ CARLOS;Salle - I-405 (M) (40) (Meet-up);<MAST2> Master 2 DevOps;Analyse et algebre;27/05/2026;14:00:00;1;ECE PREPA;Eiffel 4;9121.01
WILSON JAMES;Salle - I-405 (M) (40) (Meet-up);<CLASSES> Ing2 Gr06;Communication;27/05/2026;15:15:00;2;ECE BACHELOR;Eiffel 4;9124.03
FONTAINE ANNA;Salle - I-405 (M) (40) (Meet-up);<CLASSES> Ing2 Gr06;Thermodynamique;27/05/2026;17:30:00;2;ECE PREPA;Eiffel 4;9123.04
LEROY INÈS;Salle - I-406 (M) (33);<PREPA1> Prepa 1ere annee Gr01;Cybersecurite;27/05/2026;10:45:00;1;ECE MASTER;Eiffel 4;9142.02
LECLERC PAUL;Salle - I-406 (M) (33);<BACH2> Bachelor 2 Gr02;Electronique ING2;27/05/2026;17:30:00;1;ECE INGENIEUR;Eiffel 4;9143.01
FONTAINE ANNA;Salle - I-407 (M) (40);<PREPA1> Prepa 1ere annee Gr01;Protocoles IoT;27/05/2026;08:30:00;2;ECE INGENIEUR;Eiffel 4;9196.01
ROUX NICOLAS;Salle - I-407 (M) (40);<CLASSES> Ing2 Gr02;Mecanique des fluides;27/05/2026;10:45:00;2;ECE PREPA;Eiffel 4;9195.01
NGUYEN THANH;Salle - I-407 (M) (40);<CLASSES> Ing2 Gr06;Protocoles IoT;27/05/2026;17:30:00;2;ECE INGENIEUR;Eiffel 4;9197.01
GARCIA ELENA;Salle - I-407 (M) (40);<BACH3> Bachelor 3 Gr01;Management;27/05/2026;19:45:00;1;ECE BACHELOR;Eiffel 4;9194.04
MARTINEZ CARLOS;Salle - J-502 (M) (32);<CLASSES> Ing2 Gr02;Analyse et algebre;27/05/2026;13:00:00;2;ECE PREPA;Eiffel 4;9162.01
BERNARD CLAIRE;Salle - J-502 (M) (32);<CLASSES> Ing2 Gr05;Economie d'entreprise;27/05/2026;19:45:00;1;ECE BACHELOR;Eiffel 4;9163.01
DAVID SARAH;Salle - J-505 (M) (35);<PREPA1> Prepa 1ere annee Gr01;Business Intelligence;27/05/2026;08:30:00;1;ECE BACHELOR;Eiffel 4;9176.04
LEROY INÈS;Salle - J-505 (M) (35);<MAST2> Master 2 DevOps;Mathematiques PREPA;27/05/2026;10:45:00;1;ECE PREPA;Eiffel 4;9177.01
BENALI KARIM;Salle - J-505 (M) (35);<BACH1> Bachelor 1 Gr02;Mathematiques PREPA;27/05/2026;17:30:00;2;ECE PREPA;Eiffel 4;9174.05
ROUSSEAU LISA;Salle - J-505 (M) (35);<CLASSES> Ing4 Gr01;Automatique;27/05/2026;18:30:00;2;ECE INGENIEUR;Eiffel 4;9175.01
DUPONT JEAN;Salle 103 - 136 QDC (F) (59);<PREPA2> Prepa 2eme annee Gr02;Electronique de puissance;27/05/2026;08:30:00;1;ECE INGENIEUR;Chartrons(136);9193.03
MOREAU EMILIE;Salle 103 - 136 QDC (F) (59);<CLASSES> Ing3 Gr01;Cybersecurite;27/05/2026;14:00:00;2;ECE MASTER;Chartrons(136);9190.04
CHEVALIER MAXIME;Salle 103 - 136 QDC (F) (59);<CLASSES> Ing2 Gr05;Marketing digital;27/05/2026;15:15:00;2;ECE BACHELOR;Chartrons(136);9192.04
ROUX NICOLAS;Salle 103 - 136 QDC (F) (59);<MAST2> Master 2 IA;Informatique PREPA;27/05/2026;18:30:00;1;ECE PREPA;Chartrons(136);9191.03
GULDNER NAJMA;Salle 103 - 136 QDC (F) (59);<BACH1> Bachelor 1 Gr03;NLP;27/05/2026;19:45:00;1;ECE MASTER;Chartrons(136);9189.02
DUPONT JEAN;Salle 104 A - 136 QDC (Laboratoire) (34);<PREPA1> Prepa 1ere annee Gr02;Automatique;27/05/2026;08:30:00;2;ECE INGENIEUR;Chartrons(136);9090.04
LAURENT MARIE;Salle 104 A - 136 QDC (Laboratoire) (34);<BACH1> Bachelor 1 Gr01;NLP;27/05/2026;13:00:00;2;ECE MASTER;Chartrons(136);9091.03
FONTAINE ANNA;Salle 104 A - 136 QDC (Laboratoire) (34);<CLASSES> Ing4 Gr01;Droit des affaires;27/05/2026;15:15:00;1;ECE BACHELOR;Chartrons(136);9092.03
ROUSSEAU LISA;Salle 104 A - 136 QDC (Laboratoire) (34);<MAST2> Master 2 DevOps;Analyse et algebre;27/05/2026;18:30:00;1;ECE PREPA;Chartrons(136);9089.03
VIDAL PAULINE;Salle 104 A - 136 QDC (Laboratoire) (34);<PREPA2> Prepa 2eme annee Gr01;Management;27/05/2026;19:45:00;1;ECE BACHELOR;Chartrons(136);9093.05
ROUX NICOLAS;Salle 107 - 136 QDC (F) (61);<CLASSES> Ing2 Gr06;Intelligence artificielle;27/05/2026;08:30:00;1;ECE MASTER;Chartrons(136);9131.01
MOREAU EMILIE;Salle 107 - 136 QDC (F) (61);<CLASSES> Ing2 Gr02;DevOps et CI/CD;27/05/2026;10:45:00;2;ECE MASTER;Chartrons(136);9130.03
MARTIN SOPHIE;Salle 107 - 136 QDC (F) (61);<Ing2 NVX> Ing2 Nouveaux;Machine Learning;27/05/2026;13:00:00;2;ECE MASTER;Chartrons(136);9129.04
BENALI KARIM;Salle 108 - 136 QDC (40);<PREPA1> Prepa 1ere annee Gr02;Computer Vision;27/05/2026;08:30:00;2;ECE MASTER;Chartrons(136);9104.04
MICHEL PIERRE;Salle 108 - 136 QDC (40);<CLASSES> Ing2 Gr04;Gestion de projet;27/05/2026;13:00:00;2;ECE BACHELOR;Chartrons(136);9105.04
CHEVALIER MAXIME;Salle 108 - 136 QDC (40);<CLASSES> Ing3 Gr02;Marketing digital;27/05/2026;14:00:00;1;ECE BACHELOR;Chartrons(136);9103.04
MARTINEZ CARLOS;Salle 108 - 136 QDC (40);<BACH2> Bachelor 2 Gr02;Analyse et algebre;27/05/2026;15:15:00;1;ECE PREPA;Chartrons(136);9106.03
LAURENT MARIE;Salle 108 - 136 QDC (40);<BACH1> Bachelor 1 Gr01;Reseaux et telecoms;27/05/2026;19:45:00;1;ECE INGENIEUR;Chartrons(136);9107.01
LAURENT MARIE;Salle 109 - 136 QDC (40);<CLASSES> Ing3 Gr02;Analyse et algebre;27/05/2026;13:00:00;1;ECE PREPA;Chartrons(136);9100.02
ROUSSEAU LISA;Salle 109 - 136 QDC (40);<CLASSES> Ing4 Gr02;Architecture logicielle;27/05/2026;14:00:00;1;ECE MASTER;Chartrons(136);9099.05
FONTAINE ANNA;Salle C-0.13 - E3 (40);<BACH3> Bachelor 3 Gr01;Protocoles IoT;27/05/2026;19:45:00;1;ECE INGENIEUR;Eiffel 3;9159.05
FONTAINE ANNA;Salle C-0.14 - E3 (40);<MAST1> Master 1 DataScience;Droit des affaires;27/05/2026;10:45:00;1;ECE BACHELOR;Eiffel 3;9149.05
WILSON JAMES;Salle C-0.14 - E3 (40);<BACH2> Bachelor 2 Gr01;Mathematiques PREPA;27/05/2026;17:30:00;2;ECE PREPA;Eiffel 3;9148.05
SIMON THOMAS;Salle C-1.06 - E3 (M) (40);<BACH2> Bachelor 2 Gr01;Management;27/05/2026;13:00:00;2;ECE BACHELOR;Eiffel 3;9167.01
VINCENT MARC;Salle C-1.06 - E3 (M) (40);<BACH1> Bachelor 1 Gr01;Mecanique des fluides;27/05/2026;17:30:00;2;ECE PREPA;Eiffel 3;9168.05
BENALI KARIM;Salle C-1.07 - E3 (M) (40);<MAST1> Master 1 Cloud;Electronique ING2;27/05/2026;15:15:00;1;ECE INGENIEUR;Eiffel 3;9178.03
FONTAINE ANNA;Salle C-2.01 - E3 (M) (44);<CLASSES> Ing2 Gr04;Gestion de projet;27/05/2026;08:30:00;2;ECE BACHELOR;Eiffel 3;9139.03
VIDAL PAULINE;Salle C-2.01 - E3 (M) (44);<CLASSES> Ing2 Gr06;Chimie PREPA;27/05/2026;13:00:00;1;ECE PREPA;Eiffel 3;9140.01
MULLER STEFAN;Salle C-2.01 - E3 (M) (44);<Ing2 NVX> Ing2 Nouveaux;Cloud Computing;27/05/2026;14:00:00;1;ECE MASTER;Eiffel 3;9141.02
MOKHBER ARASH;Salle C-2.01 - E3 (M) (44);<PREPA2> Prepa 2eme annee Gr01;Blockchain et cryptographie;27/05/2026;17:30:00;1;ECE MASTER;Eiffel 3;9138.03
LAMBERT HUGO;Salle C-2.01 - E3 (M) (44);<BACH1> Bachelor 1 Gr01;NLP;27/05/2026;19:45:00;1;ECE MASTER;Eiffel 3;9137.02
MOREAU EMILIE;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST2> Master 2 DevOps;Marketing digital;27/05/2026;13:00:00;2;ECE BACHELOR;Eiffel 1;9120.01
GULDNER NAJMA;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr02;Cybersecurite;27/05/2026;19:45:00;1;ECE MASTER;Eiffel 1;9094.01
MARTIN SOPHIE;Salle EM220 - E1 (M) (48);<PREPA2> Prepa 2eme annee Gr02;Systemes embarques;27/05/2026;08:30:00;1;ECE INGENIEUR;Eiffel 1;9108.05
CHEVALIER MAXIME;Salle EM220 - E1 (M) (48);<CLASSES> Ing3 Gr01;Physique PREPA;27/05/2026;10:45:00;1;ECE PREPA;Eiffel 1;9109.05
ROUX NICOLAS;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr02;Microcontroleurs;27/05/2026;10:45:00;1;ECE INGENIEUR;Eiffel 1;9165.02
DAVID SARAH;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;Intelligence artificielle;27/05/2026;13:00:00;1;ECE MASTER;Eiffel 1;9164.05
NGUYEN THANH;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH2> Bachelor 2 Gr02;Business Intelligence;27/05/2026;18:30:00;2;ECE BACHELOR;Eiffel 1;9166.05
WILSON JAMES;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Traitement du signal;27/05/2026;14:00:00;2;ECE INGENIEUR;Eiffel 1;9154.04
VIDAL PAULINE;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr02;Anglais PREPA;27/05/2026;19:45:00;1;ECE PREPA;Eiffel 1;9155.04
DUBOIS LUCAS;Salle EM317 - E1 (M) (49);<MAST1> Master 1 DataScience;Thermodynamique;27/05/2026;10:45:00;2;ECE PREPA;Eiffel 1;9199.02
DUPONT JEAN;Salle EM317 - E1 (M) (49);<CLASSES> Ing3 Gr01;Analyse et algebre;27/05/2026;14:00:00;2;ECE PREPA;Eiffel 1;9200.01
WILSON JAMES;Salle EM317 - E1 (M) (49);<CLASSES> Ing2 Gr04;Mathematiques PREPA;27/05/2026;17:30:00;1;ECE PREPA;Eiffel 1;9198.02
ROUX NICOLAS;Salle EM410 - E1 (M) (35);<MAST1> Master 1 Cloud;Audit SI;27/05/2026;08:30:00;1;ECE MASTER;Eiffel 1;9115.01
LEFEBVRE JULIE;Salle EM410 - E1 (M) (35);<MAST2> Master 2 IA;Computer Vision;27/05/2026;14:00:00;1;ECE MASTER;Eiffel 1;9118.01
ROUX NICOLAS;Salle EM410 - E1 (M) (35);<CLASSES> Ing3 Gr02;Comptabilite analytique;27/05/2026;15:15:00;1;ECE BACHELOR;Eiffel 1;9116.04
MOREAU EMILIE;Salle EM410 - E1 (M) (35);<BACH1> Bachelor 1 Gr01;Marketing digital;27/05/2026;18:30:00;2;ECE BACHELOR;Eiffel 1;9117.05
GARCIA ELENA;CD-1.11 N - Co-DF (M) (32);<BACH1> Bachelor 1 Gr03;Protocoles IoT;28/05/2026;08:30:00;1;ECE INGENIEUR;Coeur defense;9315.03
NGUYEN THANH;CD-1.11 N - Co-DF (M) (32);<MAST2> Master 2 IA;Chimie PREPA;28/05/2026;10:45:00;1;ECE PREPA;Coeur defense;9312.03
PETIT ANTOINE;CD-1.11 N - Co-DF (M) (32);<CLASSES> Ing4 Gr01;Mecanique des fluides;28/05/2026;13:00:00;2;ECE PREPA;Coeur defense;9313.02
CHEVALIER MAXIME;CD-1.11 N - Co-DF (M) (32);<CLASSES> Ing3 Gr02;Electrostatique;28/05/2026;17:30:00;1;ECE PREPA;Coeur defense;9314.03
MARTINEZ CARLOS;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing4 Gr02;Marketing digital;28/05/2026;08:30:00;2;ECE BACHELOR;Coeur defense;9360.03
CHEVALIER MAXIME;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing3 Gr02;Gestion de projet;28/05/2026;13:00:00;2;ECE BACHELOR;Coeur defense;9359.04
DUBOIS LUCAS;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing2 Gr06;Finance d'entreprise;28/05/2026;15:15:00;2;ECE BACHELOR;Coeur defense;9362.04
DUPONT JEAN;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing4 Gr01;Traitement du signal;28/05/2026;19:45:00;1;ECE INGENIEUR;Coeur defense;9361.03
ROUSSEAU LISA;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<CLASSES> Ing3 Gr01;Thermodynamique;28/05/2026;10:45:00;2;ECE PREPA;Coeur defense;9226.02
CHEVALIER MAXIME;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<MAST1> Master 1 Cloud;Chimie PREPA;28/05/2026;13:00:00;1;ECE PREPA;Coeur defense;9227.03
BENALI KARIM;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<BACH2> Bachelor 2 Gr02;Machine Learning;28/05/2026;08:30:00;2;ECE MASTER;Coeur defense;9335.02
MULLER STEFAN;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<CLASSES> Ing3 Gr03;NLP;28/05/2026;13:00:00;2;ECE MASTER;Coeur defense;9336.05
HAJ HAMAD IMEN;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<BACH2> Bachelor 2 Gr02;IA Ingenieur;28/05/2026;14:00:00;2;ECE INGENIEUR;Coeur defense;9337.02
HAJ HAMAD IMEN;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<PREPA1> Prepa 1ere annee Gr01;Economie d'entreprise;28/05/2026;08:30:00;2;ECE BACHELOR;Coeur defense;9242.04
DUPONT JEAN;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<BACH1> Bachelor 1 Gr02;Finance d'entreprise;28/05/2026;13:00:00;1;ECE BACHELOR;Coeur defense;9244.02
DAVID SARAH;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing2 Gr03;Analyse et algebre;28/05/2026;14:00:00;2;ECE PREPA;Coeur defense;9243.04
BERNARD CLAIRE;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<Ing2 NVX> Ing2 Nouveaux;Economie d'entreprise;28/05/2026;19:45:00;1;ECE BACHELOR;Coeur defense;9241.01
DUBOIS LUCAS;E5-S-1.05 (47);<CLASSES> Ing3 Gr01;Communication;28/05/2026;13:00:00;2;ECE BACHELOR;Eiffel 5;9344.02
NGUYEN THANH;E5-S-1.05 (47);<CLASSES> Ing4 Gr01;Reseaux et telecoms;28/05/2026;19:45:00;1;ECE INGENIEUR;Eiffel 5;9343.03
GULDNER NAJMA;E5-S-2.05 (F) (49);<BACH1> Bachelor 1 Gr02;Blockchain et cryptographie;28/05/2026;08:30:00;1;ECE MASTER;Eiffel 5;9279.04
MARTIN SOPHIE;E5-S-2.05 (F) (49);<CLASSES> Ing3 Gr02;RGPD et conformite;28/05/2026;10:45:00;1;ECE MASTER;Eiffel 5;9282.02
NGUYEN THANH;E5-S-2.05 (F) (49);<MAST2> Master 2 DevOps;Electrostatique;28/05/2026;15:15:00;2;ECE PREPA;Eiffel 5;9281.03
KHOURY CLAUDE;E5-S-2.05 (F) (49);<PREPA1> Prepa 1ere annee Gr01;Finance d'entreprise;28/05/2026;19:45:00;1;ECE BACHELOR;Eiffel 5;9280.05
MARTINEZ CARLOS;E5-S-3.01 (M) (52);<CLASSES> Ing2 Gr06;Electrostatique;28/05/2026;08:30:00;1;ECE PREPA;Eiffel 5;9316.02
KHOURY CLAUDE;E5-S-3.01 (M) (52);<CLASSES> Ing2 Gr01;Traitement du signal;28/05/2026;13:00:00;1;ECE INGENIEUR;Eiffel 5;9320.01
GARCIA ELENA;E5-S-3.01 (M) (52);<CLASSES> Ing2 Gr06;Mathematiques PREPA;28/05/2026;15:15:00;1;ECE PREPA;Eiffel 5;9318.05
CHEVALIER MAXIME;E5-S-3.01 (M) (52);<BACH2> Bachelor 2 Gr02;Chimie PREPA;28/05/2026;18:30:00;1;ECE PREPA;Eiffel 5;9319.04
MOKHBER ARASH;E5-S-3.01 (M) (52);<CLASSES> Ing4 Gr01;Communication;28/05/2026;19:45:00;1;ECE BACHELOR;Eiffel 5;9317.04
MICHEL PIERRE;G4-H18 (M) (40);<PREPA2> Prepa 2eme annee Gr01;Energie renouvelable;28/05/2026;10:45:00;1;ECE INGENIEUR;Bacalan (H18);9310.01
PETIT ANTOINE;G4-H18 (M) (40);<PREPA2> Prepa 2eme annee Gr01;Informatique PREPA;28/05/2026;14:00:00;2;ECE PREPA;Bacalan (H18);9309.03
