[Nom enseignant];[Nom salle];[Promo];[Matiere];[Date debut];[Heure debut];[Duree];[Ecole];[Site campus];[Numero cours]
VINCENT MARC;Salle - A-314 (M) (30) (Jabra);<BACH1> Bachelor 1 Gr02;Cloud Computing;20/03/2026;08:30:00;1;ECE MASTER;Eiffel 2;2218.05
ROUSSEAU LISA;Salle - A-314 (M) (30) (Jabra);<CLASSES> Ing2 Gr04;Reseaux et telecoms;20/03/2026;10:45:00;1;ECE INGENIEUR;Eiffel 2;2220.03
ROUSSEAU LISA;Salle - A-314 (M) (30) (Jabra);<PREPA2> Prepa 2eme annee Gr01;Chimie PREPA;20/03/2026;18:30:00;2;ECE PREPA;Eiffel 2;2219.01
MICHEL PIERRE;Salle - A-314 (M) (30) (Jabra);<MAST1> Master 1 Cybersec;Electronique ING2;20/03/2026;19:45:00;1;ECE INGENIEUR;Eiffel 2;2221.03
KHOURY CLAUDE;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing2 Gr03;Physique PREPA;20/03/2026;10:45:00;2;ECE PREPA;Eiffel 2;2204.01
LEFEBVRE JULIE;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<MAST1> Master 1 Cybersec;Gestion de projet;20/03/2026;15:15:00;2;ECE BACHELOR;Eiffel 2;2203.02
DUBOIS LUCAS;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing2 Gr03;Traitement du signal;20/03/2026;17:30:00;2;ECE INGENIEUR;Eiffel 2;2201.02
KHOURY CLAUDE;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Data Science;20/03/2026;18:30:00;1;ECE MASTER;Eiffel 2;2202.02
LEFEBVRE JULIE;Salle - F-301 (M) (28) (Jabra);<CLASSES> Ing2 Gr05;Management;20/03/2026;15:15:00;2;ECE BACHELOR;Lyon Universite (25);2145.01
DAVID SARAH;Salle - F-301 (M) (28) (Jabra);<BACH1> Bachelor 1 Gr01;Informatique PREPA;20/03/2026;19:45:00;1;ECE PREPA;Lyon Universite (25);2146.02
BERNARD CLAIRE;Salle - F-302 (M) (36) (Jabra);<Ing2 NVX> Ing2 Nouveaux;Mathematiques PREPA;20/03/2026;14:00:00;1;ECE PREPA;Lyon Universite (25);2155.05
ROUSSEAU LISA;Salle - F-302 (M) (36) (Jabra);<MAST1> Master 1 Cybersec;Systemes embarques;20/03/2026;17:30:00;2;ECE INGENIEUR;Lyon Universite (25);2154.03
GARCIA ELENA;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing2 Gr05;Cybersecurite;20/03/2026;19:45:00;1;ECE MASTER;Lyon Universite (25);2153.05
LECLERC PAUL;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing2 Gr01;Robotique;20/03/2026;10:45:00;2;ECE INGENIEUR;Lyon Universite (25);2208.02
LAURENT MARIE;Salle - F-304 (F) (49) (Meet-up);<MAST1> Master 1 DataScience;Finance d'entreprise;20/03/2026;15:15:00;2;ECE BACHELOR;Lyon Universite (25);2207.02
DUPONT JEAN;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing2 Gr01;Gestion de projet;20/03/2026;18:30:00;1;ECE BACHELOR;Lyon Universite (25);2209.05
HAJ HAMAD IMEN;Salle - F-305 (F) (50) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Conception numerique sur FPGA;20/03/2026;14:00:00;1;ECE INGENIEUR;Lyon Universite (25);2171.04
LAURENT MARIE;Salle - F-305 (F) (50) (Meet-up);<MAST1> Master 1 Cybersec;Conception numerique sur FPGA;20/03/2026;18:30:00;1;ECE INGENIEUR;Lyon Universite (25);2172.04
GARCIA ELENA;Salle - G-301 (M) (32) (Meet-up);<CLASSES> Ing2 Gr05;Systemes embarques;20/03/2026;08:30:00;1;ECE INGENIEUR;Lyon Universite (25);2164.03
MARTIN SOPHIE;Salle - G-301 (M) (32) (Meet-up);<MAST1> Master 1 Cybersec;Mathematiques PREPA;20/03/2026;15:15:00;1;ECE PREPA;Lyon Universite (25);2165.01
VINCENT MARC;Salle - G-301 (M) (32) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Anglais PREPA;20/03/2026;18:30:00;1;ECE PREPA;Lyon Universite (25);2166.01
LECLERC PAUL;Salle - G-301 (M) (32) (Meet-up);<CLASSES> Ing2 Gr04;Reseaux et telecoms;20/03/2026;19:45:00;1;ECE INGENIEUR;Lyon Universite (25);2163.05
MOKHBER ARASH;Salle - G-302 (F) (47) (Meet-up);<MAST1> Master 1 Cybersec;IA Ingenieur;20/03/2026;08:30:00;1;ECE INGENIEUR;Lyon Universite (25);2152.03
ROUX NICOLAS;Salle - G-302 (F) (47) (Meet-up);<BACH1> Bachelor 1 Gr01;Intelligence artificielle;20/03/2026;14:00:00;2;ECE MASTER;Lyon Universite (25);2151.05
MOREAU EMILIE;Salle - I-403 (M) (45) (Meet-up);<MAST2> Master 2 IA;Informatique PREPA;20/03/2026;17:30:00;2;ECE PREPA;Eiffel 4;2149.05
FONTAINE ANNA;Salle - I-403 (M) (45) (Meet-up);<CLASSES> Ing3 Gr01;Physique PREPA;20/03/2026;18:30:00;1;ECE PREPA;Eiffel 4;2150.04
MOREAU EMILIE;Salle - I-405 (M) (40) (Meet-up);<CLASSES> Ing3 Gr01;DevOps;20/03/2026;08:30:00;2;ECE MASTER;Eiffel 4;2231.03
ROUX NICOLAS;Salle - I-405 (M) (40) (Meet-up);<BACH1> Bachelor 1 Gr01;Reseaux et telecoms;20/03/2026;10:45:00;1;ECE INGENIEUR;Eiffel 4;2232.01
ROUX NICOLAS;Salle - I-405 (M) (40) (Meet-up);<CLASSES> Ing2 Gr05;DevOps;20/03/2026;13:00:00;2;ECE MASTER;Eiffel 4;2230.05
DAVID SARAH;Salle - J-501 (M) (40) (Meet-up);<CLASSES> Ing2 Gr03;Systemes embarques;20/03/2026;08:30:00;2;ECE INGENIEUR;Eiffel 4;2180.05
LAURENT MARIE;Salle - J-501 (M) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Cybersecurite;20/03/2026;10:45:00;1;ECE MASTER;Eiffel 4;2179.04
VINCENT MARC;Salle - J-501 (M) (40) (Meet-up);<CLASSES> Ing4 Gr01;Management;20/03/2026;13:00:00;1;ECE BACHELOR;Eiffel 4;2178.04
LAMBERT HUGO;Salle - J-504 (M) (62) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;DevOps;20/03/2026;08:30:00;2;ECE MASTER;Eiffel 4;2182.03
SIMON THOMAS;Salle - J-504 (M) (62) (Meet-up);<BACH1> Bachelor 1 Gr02;Mathematiques PREPA;20/03/2026;14:00:00;2;ECE PREPA;Eiffel 4;2183.04
BERNARD CLAIRE;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing3 Gr01;Cybersecurite;20/03/2026;17:30:00;1;ECE MASTER;Eiffel 4;2184.03
DUPONT JEAN;Salle - J-504 (M) (62) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Traitement du signal;20/03/2026;19:45:00;1;ECE INGENIEUR;Eiffel 4;2181.03
FONTAINE ANNA;Salle 105 - 136 QDC (F) (99);<CLASSES> Ing2 Gr04;Gestion de projet;20/03/2026;17:30:00;1;ECE BACHELOR;Chartrons(136);2176.03
LAURENT MARIE;Salle 105 - 136 QDC (F) (99);<CLASSES> Ing2 Gr02;Data Science;20/03/2026;19:45:00;1;ECE MASTER;Chartrons(136);2177.03
BERNARD CLAIRE;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing2 Gr04;Informatique PREPA;20/03/2026;08:30:00;1;ECE PREPA;Chartrons(136);2235.05
MOKHBER ARASH;Salle 106 - 136 QDC (F) (81);<MAST1> Master 1 Cybersec;IA Ingenieur;20/03/2026;13:00:00;2;ECE INGENIEUR;Chartrons(136);2234.04
ROUSSEAU LISA;Salle 106 - 136 QDC (F) (81);<BACH2> Bachelor 2 Gr01;DevOps;20/03/2026;17:30:00;2;ECE MASTER;Chartrons(136);2233.04
LAMBERT HUGO;Salle 107 - 136 QDC (F) (61);<Ing2 NVX> Ing2 Nouveaux;Intelligence artificielle;20/03/2026;08:30:00;1;ECE MASTER;Chartrons(136);2190.04
DAVID SARAH;Salle 107 - 136 QDC (F) (61);<MAST1> Master 1 DataScience;Droit des affaires;20/03/2026;14:00:00;2;ECE BACHELOR;Chartrons(136);2189.02
DUPONT JEAN;Salle 107 - 136 QDC (F) (61);<PREPA2> Prepa 2eme annee Gr02;Comptabilite analytique;20/03/2026;15:15:00;2;ECE BACHELOR;Chartrons(136);2191.05
MOKHBER ARASH;Salle 107 - 136 QDC (F) (61);<CLASSES> Ing2 Gr03;Chimie PREPA;20/03/2026;17:30:00;2;ECE PREPA;Chartrons(136);2188.01
HAJ HAMAD IMEN;Salle C-0.14 - E3 (40);<BACH1> Bachelor 1 Gr01;Finance d'entreprise;20/03/2026;08:30:00;2;ECE BACHELOR;Eiffel 3;2225.01
KHOURY CLAUDE;Salle C-0.14 - E3 (40);<CLASSES> Ing2 Gr04;Traitement du signal;20/03/2026;17:30:00;1;ECE INGENIEUR;Eiffel 3;2224.05
KHOURY CLAUDE;Salle C-0.14 - E3 (40);<CLASSES> Ing2 Gr01;Intelligence artificielle;20/03/2026;19:45:00;1;ECE MASTER;Eiffel 3;2226.02
ROUSSEAU LISA;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing3 Gr01;Gestion de projet;20/03/2026;15:15:00;1;ECE BACHELOR;Eiffel 3;2200.04
BERNARD CLAIRE;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing2 Gr02;Management;20/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 3;2199.04
PETIT ANTOINE;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;Architecture logicielle;20/03/2026;15:15:00;1;ECE MASTER;Eiffel 1;2222.04
LAURENT MARIE;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr01;Cloud Computing;20/03/2026;18:30:00;2;ECE MASTER;Eiffel 1;2223.05
MOREAU EMILIE;Salle EM220 - E1 (M) (48);<CLASSES> Ing2 Gr03;Mathematiques PREPA;20/03/2026;10:45:00;1;ECE PREPA;Eiffel 1;2194.03
THOMAS ALICE;Salle EM220 - E1 (M) (48);<CLASSES> Ing2 Gr03;Chimie PREPA;20/03/2026;17:30:00;2;ECE PREPA;Eiffel 1;2193.01
BERNARD CLAIRE;Salle EM220 - E1 (M) (48);<CLASSES> Ing3 Gr01;Marketing digital;20/03/2026;18:30:00;2;ECE BACHELOR;Eiffel 1;2195.03
MARTIN SOPHIE;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr05;Automatique;20/03/2026;08:30:00;2;ECE INGENIEUR;Eiffel 1;2214.03
KHOURY CLAUDE;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr04;Finance d'entreprise;20/03/2026;13:00:00;1;ECE BACHELOR;Eiffel 1;2213.01
MARTIN SOPHIE;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH2> Bachelor 2 Gr01;Management;20/03/2026;14:00:00;1;ECE BACHELOR;Eiffel 1;2215.04
MICHEL PIERRE;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Informatique PREPA;20/03/2026;19:45:00;1;ECE PREPA;Eiffel 1;2216.01
MOREAU EMILIE;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr01;Chimie PREPA;20/03/2026;15:15:00;1;ECE PREPA;Eiffel 1;2228.04
MOREAU EMILIE;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH2> Bachelor 2 Gr01;Chimie PREPA;20/03/2026;17:30:00;1;ECE PREPA;Eiffel 1;2227.03
MICHEL PIERRE;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr01;Chimie PREPA;20/03/2026;19:45:00;1;ECE PREPA;Eiffel 1;2229.04
GARCIA ELENA;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr01;Electronique ING2;20/03/2026;08:30:00;2;ECE INGENIEUR;Eiffel 1;2147.01
FONTAINE ANNA;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;Architecture logicielle;20/03/2026;15:15:00;1;ECE MASTER;Eiffel 1;2148.01
LAMBERT HUGO;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Physique PREPA;20/03/2026;13:00:00;2;ECE PREPA;Eiffel 1;2169.05
THOMAS ALICE;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr03;Informatique PREPA;20/03/2026;14:00:00;1;ECE PREPA;Eiffel 1;2170.01
GULDNER NAJMA;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<CLASSES> Ing4 Gr01;Management;20/03/2026;15:15:00;1;ECE BACHELOR;Eiffel 1;2168.01
LAMBERT HUGO;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr02;Marketing digital;20/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 1;2167.03
ROUX NICOLAS;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;Mathematiques PREPA;20/03/2026;14:00:00;1;ECE PREPA;Eiffel 1;2217.04
DUBOIS LUCAS;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<MAST2> Master 2 IA;Mathematiques PREPA;23/03/2026;10:45:00;2;ECE PREPA;Coeur defense;2289.01
DAVID SARAH;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<BACH2> Bachelor 2 Gr01;Marketing digital;23/03/2026;14:00:00;1;ECE BACHELOR;Coeur defense;2290.04
ROUX NICOLAS;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing2 Gr04;Informatique PREPA;23/03/2026;19:45:00;1;ECE PREPA;Coeur defense;2291.01
LAMBERT HUGO;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<Ing2 NVX> Ing2 Nouveaux;Traitement du signal;23/03/2026;08:30:00;1;ECE INGENIEUR;Coeur defense;2240.02
LEFEBVRE JULIE;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<MAST1> Master 1 DataScience;Architecture logicielle;23/03/2026;13:00:00;2;ECE MASTER;Coeur defense;2243.04
ROUX NICOLAS;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<CLASSES> Ing2 Gr03;Systemes embarques;23/03/2026;14:00:00;2;ECE INGENIEUR;Coeur defense;2242.05
DUBOIS LUCAS;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<PREPA2> Prepa 2eme annee Gr02;Marketing digital;23/03/2026;17:30:00;1;ECE BACHELOR;Coeur defense;2241.02
MICHEL PIERRE;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<BACH1> Bachelor 1 Gr01;Droit des affaires;23/03/2026;17:30:00;1;ECE BACHELOR;Coeur defense;2274.05
FONTAINE ANNA;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<CLASSES> Ing2 Gr04;Chimie PREPA;23/03/2026;18:30:00;1;ECE PREPA;Coeur defense;2275.01
KHOURY CLAUDE;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<MAST2> Master 2 IA;Management;23/03/2026;19:45:00;1;ECE BACHELOR;Coeur defense;2276.01
LAMBERT HUGO;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<Ing2 NVX> Ing2 Nouveaux;DevOps;23/03/2026;10:45:00;2;ECE MASTER;Coeur defense;2252.02
MICHEL PIERRE;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<MAST1> Master 1 Cybersec;Droit des affaires;23/03/2026;08:30:00;1;ECE BACHELOR;Coeur defense;2299.05
MICHEL PIERRE;E5-S-2.05 (F) (49);<PREPA2> Prepa 2eme annee Gr01;Architecture logicielle;23/03/2026;10:45:00;2;ECE MASTER;Eiffel 5;2273.03
MICHEL PIERRE;E5-S-2.05 (F) (49);<MAST2> Master 2 IA;Automatique;23/03/2026;13:00:00;1;ECE INGENIEUR;Eiffel 5;2272.03
WILSON JAMES;Salle - A-303 (F) (42) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Traitement du signal;23/03/2026;10:45:00;2;ECE INGENIEUR;Eiffel 2;2300.02
SIMON THOMAS;Salle - A-303 (F) (42) (Meet-up);<CLASSES> Ing2 Gr03;Electronique ING2;23/03/2026;14:00:00;1;ECE INGENIEUR;Eiffel 2;2301.04
LAURENT MARIE;Salle - A-306 (M) (35) (Jabra);<BACH1> Bachelor 1 Gr02;Anglais PREPA;23/03/2026;08:30:00;1;ECE PREPA;Eiffel 2;2293.05
WILSON JAMES;Salle - A-306 (M) (35) (Jabra);<CLASSES> Ing2 Gr01;Comptabilite analytique;23/03/2026;10:45:00;2;ECE BACHELOR;Eiffel 2;2294.02
ROUX NICOLAS;Salle - A-306 (M) (35) (Jabra);<CLASSES> Ing2 Gr04;Intelligence artificielle;23/03/2026;15:15:00;1;ECE MASTER;Eiffel 2;2292.05
ROUSSEAU LISA;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing2 Gr04;Marketing digital;23/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 2;2236.03
DUBOIS LUCAS;Salle - F-301 (M) (28) (Jabra);<PREPA2> Prepa 2eme annee Gr01;Physique PREPA;23/03/2026;13:00:00;1;ECE PREPA;Lyon Universite (25);2302.04
GULDNER NAJMA;Salle - F-301 (M) (28) (Jabra);<PREPA2> Prepa 2eme annee Gr02;Cybersecurite;23/03/2026;14:00:00;2;ECE MASTER;Lyon Universite (25);2303.02
DAVID SARAH;Salle - F-301 (M) (28) (Jabra);<CLASSES> Ing2 Gr03;Chimie PREPA;23/03/2026;15:15:00;2;ECE PREPA;Lyon Universite (25);2304.01
GARCIA ELENA;Salle - F-302 (M) (36) (Jabra);<PREPA1> Prepa 1ere annee Gr01;Conception numerique sur FPGA;23/03/2026;14:00:00;1;ECE INGENIEUR;Lyon Universite (25);2263.02
BERNARD CLAIRE;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing2 Gr01;Comptabilite analytique;23/03/2026;17:30:00;1;ECE BACHELOR;Lyon Universite (25);2262.03
PETIT ANTOINE;Salle - F-302 (M) (36) (Jabra);<MAST1> Master 1 Cybersec;Management;23/03/2026;18:30:00;2;ECE BACHELOR;Lyon Universite (25);2265.04
DUPONT JEAN;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing2 Gr03;Architecture logicielle;23/03/2026;19:45:00;1;ECE MASTER;Lyon Universite (25);2264.01
MICHEL PIERRE;Salle - F-305 (F) (50) (Meet-up);<CLASSES> Ing2 Gr05;IA Ingenieur;23/03/2026;08:30:00;2;ECE INGENIEUR;Lyon Universite (25);2310.03
ROUSSEAU LISA;Salle - F-305 (F) (50) (Meet-up);<CLASSES> Ing4 Gr01;Physique PREPA;23/03/2026;10:45:00;2;ECE PREPA;Lyon Universite (25);2311.02
WILSON JAMES;Salle - F-305 (F) (50) (Meet-up);<BACH1> Bachelor 1 Gr02;Systemes embarques;23/03/2026;17:30:00;1;ECE INGENIEUR;Lyon Universite (25);2308.01
SIMON THOMAS;Salle - F-305 (F) (50) (Meet-up);<CLASSES> Ing2 Gr03;Cloud Computing;23/03/2026;19:45:00;1;ECE MASTER;Lyon Universite (25);2309.03
PETIT ANTOINE;Salle - G-301 (M) (32) (Meet-up);<BACH2> Bachelor 2 Gr01;Anglais PREPA;23/03/2026;13:00:00;2;ECE PREPA;Lyon Universite (25);2268.02
GULDNER NAJMA;Salle - G-301 (M) (32) (Meet-up);<MAST1> Master 1 DataScience;Electronique ING2;23/03/2026;15:15:00;1;ECE INGENIEUR;Lyon Universite (25);2266.02
GARCIA ELENA;Salle - G-301 (M) (32) (Meet-up);<CLASSES> Ing2 Gr04;Robotique;23/03/2026;19:45:00;1;ECE INGENIEUR;Lyon Universite (25);2267.01
WILSON JAMES;Salle - G-302 (F) (47) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Management;23/03/2026;08:30:00;1;ECE BACHELOR;Lyon Universite (25);2305.01
SIMON THOMAS;Salle - I-401 (Labo) (F) (40);<CLASSES> Ing2 Gr04;Management;23/03/2026;08:30:00;1;ECE BACHELOR;Eiffel 4;2286.05
GARCIA ELENA;Salle - I-401 (Labo) (F) (40);<CLASSES> Ing3 Gr02;Intelligence artificielle;23/03/2026;17:30:00;2;ECE MASTER;Eiffel 4;2288.01
LAMBERT HUGO;Salle - I-401 (Labo) (F) (40);<CLASSES> Ing2 Gr01;Gestion de projet;23/03/2026;18:30:00;1;ECE BACHELOR;Eiffel 4;2287.02
WILSON JAMES;Salle - I-405 (M) (40) (Meet-up);<BACH1> Bachelor 1 Gr01;Electronique ING2;23/03/2026;17:30:00;1;ECE INGENIEUR;Eiffel 4;2244.01
DAVID SARAH;Salle - I-406 (M) (33);<CLASSES> Ing2 Gr01;Data Science;23/03/2026;17:30:00;1;ECE MASTER;Eiffel 4;2307.05
DUBOIS LUCAS;Salle - I-406 (M) (33);<CLASSES> Ing4 Gr01;Traitement du signal;23/03/2026;19:45:00;1;ECE INGENIEUR;Eiffel 4;2306.01
MARTIN SOPHIE;Salle - J-501 (M) (40) (Meet-up);<CLASSES> Ing2 Gr01;Architecture logicielle;23/03/2026;14:00:00;2;ECE MASTER;Eiffel 4;2261.03
VINCENT MARC;Salle - J-501 (M) (40) (Meet-up);<CLASSES> Ing2 Gr03;Anglais PREPA;23/03/2026;18:30:00;2;ECE PREPA;Eiffel 4;2260.05
DUPONT JEAN;Salle - J-502 (M) (32);<BACH2> Bachelor 2 Gr01;Informatique PREPA;23/03/2026;10:45:00;2;ECE PREPA;Eiffel 4;2284.04
WILSON JAMES;Salle - J-502 (M) (32);<CLASSES> Ing2 Gr02;Electronique ING2;23/03/2026;14:00:00;1;ECE INGENIEUR;Eiffel 4;2285.03
KHOURY CLAUDE;Salle - J-502 (M) (32);<MAST2> Master 2 IA;Cybersecurite;23/03/2026;15:15:00;2;ECE MASTER;Eiffel 4;2283.01
DUBOIS LUCAS;Salle 102 - 136 QDC (F) (71);<CLASSES> Ing3 Gr01;Comptabilite analytique;23/03/2026;08:30:00;1;ECE BACHELOR;Chartrons(136);2254.01
DUPONT JEAN;Salle 102 - 136 QDC (F) (71);<CLASSES> Ing2 Gr04;Physique PREPA;23/03/2026;13:00:00;1;ECE PREPA;Chartrons(136);2255.01
KHOURY CLAUDE;Salle 102 - 136 QDC (F) (71);<BACH1> Bachelor 1 Gr01;Data Science;23/03/2026;15:15:00;1;ECE MASTER;Chartrons(136);2253.02
HAJ HAMAD IMEN;Salle 103 - 136 QDC (F) (59);<Ing2 NVX> Ing2 Nouveaux;Gestion de projet;23/03/2026;13:00:00;1;ECE BACHELOR;Chartrons(136);2238.05
LECLERC PAUL;Salle 103 - 136 QDC (F) (59);<PREPA2> Prepa 2eme annee Gr01;Droit des affaires;23/03/2026;17:30:00;1;ECE BACHELOR;Chartrons(136);2237.01
DUPONT JEAN;Salle 103 - 136 QDC (F) (59);<CLASSES> Ing2 Gr03;Robotique;23/03/2026;19:45:00;1;ECE INGENIEUR;Chartrons(136);2239.03
LEFEBVRE JULIE;Salle 105 - 136 QDC (F) (99);<MAST1> Master 1 DataScience;Mathematiques PREPA;23/03/2026;17:30:00;2;ECE PREPA;Chartrons(136);2277.04
FONTAINE ANNA;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing2 Gr05;Mathematiques PREPA;23/03/2026;08:30:00;1;ECE PREPA;Chartrons(136);2249.02
ROUSSEAU LISA;Salle 106 - 136 QDC (F) (81);<PREPA1> Prepa 1ere annee Gr01;Informatique PREPA;23/03/2026;10:45:00;1;ECE PREPA;Chartrons(136);2250.03
SIMON THOMAS;Salle 106 - 136 QDC (F) (81);<MAST1> Master 1 DataScience;Gestion de projet;23/03/2026;14:00:00;1;ECE BACHELOR;Chartrons(136);2251.04
GULDNER NAJMA;Salle 107 - 136 QDC (F) (61);<CLASSES> Ing2 Gr01;DevOps;23/03/2026;19:45:00;1;ECE MASTER;Chartrons(136);2282.05
KHOURY CLAUDE;Salle C-1.06 - E3 (M) (40);<MAST1> Master 1 Cybersec;Gestion de projet;23/03/2026;10:45:00;2;ECE BACHELOR;Eiffel 3;2257.04
HAJ HAMAD IMEN;Salle C-1.06 - E3 (M) (40);<PREPA2> Prepa 2eme annee Gr01;Droit des affaires;23/03/2026;14:00:00;1;ECE BACHELOR;Eiffel 3;2256.03
DUBOIS LUCAS;Salle C-1.06 - E3 (M) (40);<BACH1> Bachelor 1 Gr01;Physique PREPA;23/03/2026;17:30:00;1;ECE PREPA;Eiffel 3;2258.01
LECLERC PAUL;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing3 Gr02;Architecture logicielle;23/03/2026;13:00:00;2;ECE MASTER;Eiffel 3;2297.04
PETIT ANTOINE;Salle C-1.07 - E3 (M) (40);<PREPA2> Prepa 2eme annee Gr02;Intelligence artificielle;23/03/2026;14:00:00;2;ECE MASTER;Eiffel 3;2298.05
DAVID SARAH;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing4 Gr01;IA Ingenieur;23/03/2026;17:30:00;1;ECE INGENIEUR;Eiffel 3;2295.02
MICHEL PIERRE;Salle C-1.07 - E3 (M) (40);<BACH2> Bachelor 2 Gr01;Finance d'entreprise;23/03/2026;18:30:00;2;ECE BACHELOR;Eiffel 3;2296.02
THOMAS ALICE;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr02;Cloud Computing;23/03/2026;13:00:00;1;ECE MASTER;Eiffel 1;2271.03
KHOURY CLAUDE;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr05;Physique PREPA;23/03/2026;14:00:00;1;ECE PREPA;Eiffel 1;2270.03
MARTIN SOPHIE;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr02;Electronique ING2;23/03/2026;15:15:00;1;ECE INGENIEUR;Eiffel 1;2269.01
WILSON JAMES;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Robotique;23/03/2026;14:00:00;2;ECE INGENIEUR;Eiffel 1;2280.03
LECLERC PAUL;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Electronique ING2;23/03/2026;18:30:00;2;ECE INGENIEUR;Eiffel 1;2279.04
KHOURY CLAUDE;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr02;Comptabilite analytique;23/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 1;2281.02
ROUSSEAU LISA;Salle EM220 - E1 (M) (48);<BACH1> Bachelor 1 Gr01;Electronique ING2;23/03/2026;13:00:00;1;ECE INGENIEUR;Eiffel 1;2278.01
VINCENT MARC;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH2> Bachelor 2 Gr01;Data Science;23/03/2026;18:30:00;2;ECE MASTER;Eiffel 1;2259.01
HAJ HAMAD IMEN;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr05;Robotique;23/03/2026;15:15:00;1;ECE INGENIEUR;Eiffel 1;2248.05
